SY_LSOA,LSOA11CD_code,"Agriculture, forestry & fishing","Mining, quarrying & utilities",Manufacturing,Construction,Motor trades,Wholesale,Retail,Transport & storage (inc postal),Accommodation & food services,Information & communication,Financial & insurance,Property,"Professional, scientific & technical",Business administration & support services,Public administration & defence,Education,Health,"Arts, entertainment, recreation & other services"
Doncaster 011B,E01007476,0,0,0,30,0,0,200,5,30,5,0,0,10,0,0,50,45,10
Doncaster 011C,E01007477,0,0,0,15,0,0,0,10,10,0,0,0,10,0,0,20,20,0
Doncaster 011D,E01007478,0,0,0,30,0,0,300,10,30,0,0,0,5,25,0,350,75,50
Doncaster 012A,E01007512,0,0,200,25,0,20,0,5,30,20,0,0,0,0,0,40,10,0
Doncaster 012B,E01007513,0,0,0,150,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Doncaster 012C,E01007515,0,0,0,10,0,0,40,0,0,0,0,0,5,0,0,0,20,0
Doncaster 012D,E01007518,0,0,0,5,0,10,10,5,10,5,0,0,5,5,0,150,5,0
Doncaster 012E,E01007519,0,0,0,15,0,0,10,0,0,0,0,0,5,0,10,50,0,0
Doncaster 013A,E01007505,0,150,100,10,0,30,20,25,25,0,0,0,150,10,0,150,20,15
Doncaster 013B,E01007514,0,0,20,100,20,10,10,5,10,0,0,0,0,150,0,0,600,5
Doncaster 013C,E01007516,0,0,5,100,150,0,0,0,10,0,0,0,0,125,0,50,10,0
Doncaster 013D,E01007517,0,0,75,20,50,150,300,5,100,0,0,0,15,0,0,0,10,20
Doncaster 014A,E01007479,0,0,300,225,25,900,45,1500,20,150,10,25,15,450,0,40,0,45
Doncaster 014B,E01007480,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,50,0
Doncaster 014D,E01007482,0,0,10,0,10,10,200,0,25,0,0,0,5,10,0,0,50,30
Doncaster 014E,E01033259,0,0,0,10,10,20,50,10,15,0,10,10,10,5,0,0,75,20
Doncaster 014F,E01033260,0,0,0,0,0,0,20,10,30,0,0,0,0,5,0,0,0,10
Doncaster 015A,E01007570,0,0,0,20,0,0,20,5,15,5,0,0,0,30,0,50,0,0
Doncaster 015B,E01007650,0,10,20,25,40,10,25,5,25,10,0,5,20,10,10,20,125,10
Doncaster 015C,E01007651,0,0,0,0,0,0,20,10,0,0,0,0,0,10,0,0,10,5
Doncaster 015D,E01007652,0,0,300,250,350,175,600,45,75,0,0,5,5,15,0,150,0,50
Doncaster 015E,E01007653,0,0,20,35,10,20,20,20,10,0,0,0,0,15,0,0,0,0
Doncaster 015F,E01007656,0,30,800,125,400,175,300,300,175,0,0,15,30,700,0,50,200,45
Doncaster 016A,E01007581,0,0,45,20,0,15,50,10,20,5,0,0,10,0,0,0,0,10
Doncaster 016B,E01007582,0,0,0,5,10,20,100,5,40,0,0,0,10,0,0,100,20,20
Doncaster 016C,E01007588,0,0,0,15,0,0,40,0,30,20,0,0,0,20,0,250,0,0
Doncaster 016D,E01007589,0,0,0,15,10,0,0,5,10,0,0,10,5,10,0,0,0,10
Doncaster 017A,E01007483,0,0,0,0,0,0,5,0,10,5,0,0,10,5,0,0,0,5
Doncaster 017B,E01007484,0,0,175,10,0,10,0,150,0,0,0,0,5,0,0,0,45,0
Doncaster 017C,E01007485,0,0,0,25,0,0,0,5,30,0,0,0,5,10,0,0,0,0
Doncaster 017D,E01007486,0,0,0,5,0,0,0,5,40,0,0,0,0,0,0,100,0,0
Doncaster 018A,E01007564,0,0,0,5,0,0,10,0,15,0,0,0,0,0,0,30,45,0
Doncaster 018B,E01007565,0,0,0,25,0,0,20,5,35,5,0,0,10,20,0,0,20,0
Doncaster 018C,E01007566,0,10,0,0,0,0,10,50,10,0,0,0,0,10,10,200,0,150
Doncaster 018D,E01007567,0,0,0,10,0,10,100,30,25,0,20,0,0,10,0,10,6000,10
Doncaster 018E,E01007568,0,0,10,0,0,0,30,0,50,0,0,0,0,10,0,40,0,0
Doncaster 018F,E01007569,0,0,0,5,40,10,0,5,0,0,0,0,0,10,0,50,0,0
Doncaster 019A,E01007644,0,0,10,30,10,0,175,300,300,700,0,0,5,150,50,500,50,800
Doncaster 019B,E01007646,0,0,0,75,0,0,10,10,0,0,0,10,20,0,0,0,125,5
Doncaster 019C,E01007647,0,0,0,10,0,0,5,5,75,25,150,0,20,50,0,100,450,25
Doncaster 019D,E01007648,0,0,10,25,0,5,50,30,100,20,0,30,100,450,0,200,175,75
Doncaster 019E,E01007649,0,0,0,15,0,0,5,5,0,5,0,10,5,20,50,0,20,40
Doncaster 019F,E01007654,0,20,40,125,100,15,75,5,30,0,0,0,30,20,10,0,0,0
Doncaster 020A,E01007583,0,0,20,15,0,50,15,10,75,0,0,5,15,75,0,100,0,0
Doncaster 020B,E01007586,0,0,5,10,0,0,10,0,10,0,0,0,10,10,0,50,10,0
Doncaster 020C,E01007587,0,20,5,20,40,100,5,1750,125,0,5,35,600,75,0,50,0,75
Doncaster 020D,E01007620,0,20,10,75,0,0,20,0,50,0,0,10,10,5,0,10,0,0
Doncaster 021A,E01007584,0,30,10,15,100,0,350,50,75,5,0,0,20,10,0,10,400,10
Doncaster 021B,E01007585,0,0,0,5,5,0,0,5,10,0,0,0,0,0,0,0,20,0
Doncaster 021C,E01007617,0,0,0,10,0,0,20,5,20,0,0,0,5,0,10,30,5,10
Doncaster 021D,E01007618,0,0,0,5,0,0,0,0,0,0,0,0,5,10,0,50,20,0
Doncaster 021E,E01007619,0,0,5,25,0,5,20,0,35,10,5,0,15,0,0,30,150,0
Doncaster 022A,E01007529,0,0,100,400,25,30,350,400,75,10,0,10,100,400,600,40,0,20
Doncaster 022B,E01007530,0,20,1500,400,125,175,300,700,25,10,30,15,175,900,50,150,25,20
Doncaster 022C,E01007531,0,0,0,10,0,0,10,5,5,5,0,0,0,0,0,50,20,0
Doncaster 022D,E01007643,0,0,0,10,0,0,10,5,15,0,0,0,0,20,0,0,0,10
